text,true_label,pred_label,confidence,margin,run_id,True_Label_Name,Pred_Label_Name,correct,error_type
It was decided that the auditors are reimbursed according to invoice .,2,2,0.94294196,0.9036301,baseline,neutral,neutral,1,ok
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,2,2,0.9427026,0.90837306,baseline,neutral,neutral,1,ok
"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .",2,2,0.94535726,0.91038585,baseline,neutral,neutral,1,ok
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),2,2,0.9110314,0.8337282,baseline,neutral,neutral,1,ok
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",2,2,0.93293715,0.8817628,baseline,neutral,neutral,1,ok
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",0,0,0.9551773,0.93078864,baseline,positive,positive,1,ok
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",2,2,0.95589656,0.9267906,baseline,neutral,neutral,1,ok
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",2,2,0.9502731,0.9232457,baseline,neutral,neutral,1,ok
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,1,1,0.97661495,0.961279,baseline,negative,negative,1,ok
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,1,1,0.9765622,0.96070194,baseline,negative,negative,1,ok
Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,2,2,0.95131075,0.922569,baseline,neutral,neutral,1,ok
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",2,2,0.8877341,0.79755235,baseline,neutral,neutral,1,ok
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",1,1,0.9756353,0.9579503,baseline,negative,negative,1,ok
"Operating profit surged to EUR21m from EUR106 ,000 .",0,0,0.9529812,0.9276873,baseline,positive,positive,1,ok
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and infor",2,2,0.9448537,0.90732795,baseline,neutral,neutral,1,ok
The idea of saving electricity in data transfer is still a new one .,2,2,0.890014,0.7947585,baseline,neutral,neutral,1,ok
"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",2,2,0.78790486,0.5839269,baseline,neutral,neutral,1,ok
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",1,1,0.97197443,0.9561911,baseline,negative,negative,1,ok
"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .",2,2,0.9458364,0.9110019,baseline,neutral,neutral,1,ok
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,0,0,0.95273376,0.92882615,baseline,positive,positive,1,ok
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",0,0,0.9576825,0.9349289,baseline,positive,positive,1,ok
"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",2,2,0.9440949,0.9120408,baseline,neutral,neutral,1,ok
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",0,0,0.9487901,0.92314744,baseline,positive,positive,1,ok
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,0,0,0.932396,0.8748843,baseline,positive,positive,1,ok
`` We could be there .,2,2,0.8687193,0.75492245,baseline,neutral,neutral,1,ok
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",2,2,0.9322174,0.87823904,baseline,neutral,neutral,1,ok
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",0,0,0.95502484,0.9281674,baseline,positive,positive,1,ok
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,2,2,0.9306314,0.8948167,baseline,neutral,neutral,1,ok
After 1 April 2007 Cencorp will not have any own employees in the territory .,2,2,0.9403275,0.8982586,baseline,neutral,neutral,1,ok
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",0,0,0.8530509,0.717376,baseline,positive,positive,1,ok
"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .",0,0,0.92596895,0.87241447,baseline,positive,positive,1,ok
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",0,0,0.6864585,0.38046125,baseline,positive,positive,1,ok
All depends on financing .,2,2,0.9202245,0.8580351,baseline,neutral,neutral,1,ok
"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",2,2,0.9441002,0.9059359,baseline,neutral,neutral,1,ok
The total amount of subscription prices was recorded in the fund for invested non-restricted equity .,2,2,0.9515122,0.92701334,baseline,neutral,neutral,1,ok
No other ev3 devices were involved in this action .,2,2,0.9431573,0.91308236,baseline,neutral,neutral,1,ok
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",0,0,0.9546622,0.9307622,baseline,positive,positive,1,ok
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,2,2,0.90971977,0.82839686,baseline,neutral,neutral,1,ok
The building will house product development and test laboratories .,2,2,0.9079627,0.82488215,baseline,neutral,neutral,1,ok
The medium-term operative targets of the company remain unchanged .,2,2,0.88919795,0.7974298,baseline,neutral,neutral,1,ok
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",2,2,0.93668425,0.885369,baseline,neutral,neutral,1,ok
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",2,2,0.89055616,0.8034927,baseline,neutral,neutral,1,ok
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",2,2,0.9454675,0.90514547,baseline,neutral,neutral,1,ok
Profit after taxes totaled EUR 12.1 mn .,2,2,0.91355646,0.8683262,baseline,neutral,neutral,1,ok
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",0,0,0.9511358,0.92295337,baseline,positive,positive,1,ok
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,2,2,0.9423649,0.9007888,baseline,neutral,neutral,1,ok
"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",2,2,0.9472614,0.91223055,baseline,neutral,neutral,1,ok
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",2,2,0.9365757,0.89596003,baseline,neutral,neutral,1,ok
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",0,0,0.9505663,0.9226651,baseline,positive,positive,1,ok
The sale price was not disclosed .,2,2,0.9512167,0.92541176,baseline,neutral,neutral,1,ok
The beers differ slightly from mainstream beers .,2,2,0.9048614,0.83358055,baseline,neutral,neutral,1,ok
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",2,2,0.91868687,0.84885323,baseline,neutral,neutral,1,ok
The site will cover over six hectares .,2,2,0.92796636,0.8668156,baseline,neutral,neutral,1,ok
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",0,0,0.94521904,0.91307664,baseline,positive,positive,1,ok
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",0,0,0.95676386,0.9308719,baseline,positive,positive,1,ok
The company did not distribute a dividend in 2005 .,2,2,0.9410908,0.90385276,baseline,neutral,neutral,1,ok
"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",2,2,0.931253,0.88082963,baseline,neutral,neutral,1,ok
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",0,0,0.9581965,0.93592966,baseline,positive,positive,1,ok
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,2,2,0.880248,0.7692036,baseline,neutral,neutral,1,ok
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",1,1,0.9772701,0.96387815,baseline,negative,negative,1,ok
"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",2,2,0.7852835,0.6700311,baseline,neutral,neutral,1,ok
The invention carries International Patent Publication No. .,2,2,0.94314617,0.90757376,baseline,neutral,neutral,1,ok
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",2,2,0.89089227,0.79265493,baseline,neutral,neutral,1,ok
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,0,0,0.9102773,0.82944936,baseline,positive,positive,1,ok
The original patent was filed in Finland under application No. .,2,2,0.9478356,0.9144566,baseline,neutral,neutral,1,ok
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,0,0,0.9508541,0.92333,baseline,positive,positive,1,ok
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,0,0,0.9527637,0.9259821,baseline,positive,positive,1,ok
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",2,2,0.8926652,0.7989017,baseline,neutral,neutral,1,ok
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,2,2,0.9309759,0.872833,baseline,neutral,neutral,1,ok
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",1,1,0.97312784,0.9547107,baseline,negative,negative,1,ok
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",2,2,0.95125115,0.92167944,baseline,neutral,neutral,1,ok
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,0,0,0.9495242,0.9226275,baseline,positive,positive,1,ok
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",1,1,0.9458432,0.9053058,baseline,negative,negative,1,ok
"The devices would be launched in the Chinese market in late 2006 , the company said .",2,2,0.8983525,0.8056129,baseline,neutral,neutral,1,ok
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",2,2,0.9412364,0.90713125,baseline,neutral,neutral,1,ok
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",2,2,0.8581561,0.726405,baseline,neutral,neutral,1,ok
The value of the deal was not disclosed .,2,2,0.9523732,0.9283944,baseline,neutral,neutral,1,ok
Saunalahti is a part of the Elisa group .,2,2,0.94396096,0.9022504,baseline,neutral,neutral,1,ok
The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,2,2,0.9568721,0.9338478,baseline,neutral,neutral,1,ok
The company did not disclose the price of the acquisition .,2,2,0.9506288,0.92553836,baseline,neutral,neutral,1,ok
"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",2,2,0.8520931,0.71212447,baseline,neutral,neutral,1,ok
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",2,2,0.9525972,0.9257847,baseline,neutral,neutral,1,ok
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,1,1,0.97514194,0.9623179,baseline,negative,negative,1,ok
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",2,2,0.9387899,0.8896241,baseline,neutral,neutral,1,ok
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,2,2,0.84292066,0.6940955,baseline,neutral,neutral,1,ok
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,2,2,0.95220804,0.92801416,baseline,neutral,neutral,1,ok
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",0,0,0.8793,0.768393,baseline,positive,positive,1,ok
"The firm 's UK head office is in Rugby Road , Lutterworth .",2,2,0.94656384,0.91920674,baseline,neutral,neutral,1,ok
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",1,1,0.97570634,0.95980674,baseline,negative,negative,1,ok
"The record date for dividend distribution is March 14 , 2008 .",2,2,0.94471073,0.90731734,baseline,neutral,neutral,1,ok
"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",2,0,0.8006339,0.6102755,baseline,neutral,positive,0,misclassification
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",2,2,0.9509369,0.9208217,baseline,neutral,neutral,1,ok
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",2,2,0.9370539,0.88896877,baseline,neutral,neutral,1,ok
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",2,2,0.9259804,0.86342955,baseline,neutral,neutral,1,ok
"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",2,2,0.94141996,0.8995719,baseline,neutral,neutral,1,ok
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,0,0,0.95234,0.9279102,baseline,positive,positive,1,ok
LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,0,0,0.94593817,0.9071349,baseline,positive,positive,1,ok
The ECB can mainly target inflation .,2,2,0.9267476,0.880743,baseline,neutral,neutral,1,ok
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",0,1,0.97153634,0.9520751,baseline,positive,negative,0,misclassification
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",2,2,0.85582775,0.71978563,baseline,neutral,neutral,1,ok
IonPhasE 's second major owner is venture capital firm Aura Capital .,2,2,0.9544685,0.9245442,baseline,neutral,neutral,1,ok
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",0,0,0.9582545,0.9356747,baseline,positive,positive,1,ok
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,2,2,0.9452006,0.9135014,baseline,neutral,neutral,1,ok
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding pe",0,0,0.9518006,0.9268348,baseline,positive,positive,1,ok
"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",0,0,0.9585912,0.9367117,baseline,positive,positive,1,ok
This will bring cost savings of about EUR 3mn a year .,0,0,0.93313724,0.8766755,baseline,positive,positive,1,ok
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",1,1,0.96707124,0.94310385,baseline,negative,negative,1,ok
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,2,2,0.92655545,0.876514,baseline,neutral,neutral,1,ok
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",2,2,0.93209565,0.8783582,baseline,neutral,neutral,1,ok
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",0,0,0.93854487,0.8872005,baseline,positive,positive,1,ok
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",0,0,0.9562892,0.9331366,baseline,positive,positive,1,ok
The issuer is solely responsible for the content of this announcement .,2,2,0.94892895,0.9165972,baseline,neutral,neutral,1,ok
The contract includes heating plant equipment and associated installation work .,2,2,0.9107815,0.837733,baseline,neutral,neutral,1,ok
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",2,2,0.69617563,0.4612555,baseline,neutral,neutral,1,ok
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",2,2,0.9212715,0.85440755,baseline,neutral,neutral,1,ok
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,2,2,0.94555026,0.9055361,baseline,neutral,neutral,1,ok
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,2,2,0.9402595,0.89641714,baseline,neutral,neutral,1,ok
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",0,0,0.9465921,0.9189242,baseline,positive,positive,1,ok
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",0,0,0.9544078,0.9302996,baseline,positive,positive,1,ok
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,2,2,0.9131449,0.8380183,baseline,neutral,neutral,1,ok
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",0,0,0.8659255,0.7495349,baseline,positive,positive,1,ok
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",0,0,0.933468,0.87589675,baseline,positive,positive,1,ok
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,2,2,0.7515598,0.51129985,baseline,neutral,neutral,1,ok
ND = Not disclosed .,2,2,0.92383313,0.8711757,baseline,neutral,neutral,1,ok
"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",2,2,0.9369811,0.88831645,baseline,neutral,neutral,1,ok
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,0,0,0.9518586,0.92322767,baseline,positive,positive,1,ok
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",2,2,0.9472093,0.91941994,baseline,neutral,neutral,1,ok
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",0,0,0.94348127,0.91331273,baseline,positive,positive,1,ok
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shar",2,2,0.9565519,0.93303096,baseline,neutral,neutral,1,ok
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",2,2,0.6159008,0.24521998,baseline,neutral,neutral,1,ok
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,1,1,0.9733686,0.9568682,baseline,negative,negative,1,ok
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,1,1,0.9654967,0.9396167,baseline,negative,negative,1,ok
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",2,2,0.9433828,0.9103379,baseline,neutral,neutral,1,ok
"says Brian Burton , Head of IT Security , Vodafone UK .",2,2,0.8608365,0.755489,baseline,neutral,neutral,1,ok
"Also , a six-year historic analysis is provided for this market .",2,2,0.93952435,0.90023685,baseline,neutral,neutral,1,ok
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,0,0,0.95388186,0.9231181,baseline,positive,positive,1,ok
The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland .,2,2,0.8691056,0.77427524,baseline,neutral,neutral,1,ok
"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",1,1,0.97499937,0.95872813,baseline,negative,negative,1,ok
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,0,0,0.9485191,0.9167907,baseline,positive,positive,1,ok
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,2,2,0.95268935,0.9244628,baseline,neutral,neutral,1,ok
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,0,0,0.9460781,0.9112811,baseline,positive,positive,1,ok
"The money will be spread mainly over 2011 and 2012 , the company said .",2,2,0.9386135,0.8900349,baseline,neutral,neutral,1,ok
"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen .",2,2,0.8532316,0.7264832,baseline,neutral,neutral,1,ok
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",1,1,0.9303723,0.87216586,baseline,negative,negative,1,ok
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",1,1,0.9748946,0.9576082,baseline,negative,negative,1,ok
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,0,0,0.95430446,0.93071234,baseline,positive,positive,1,ok
HK Ruokatalo 's target is to know the consumers .,2,2,0.9389056,0.89265996,baseline,neutral,neutral,1,ok
He confirmed his view on July 6 .,2,2,0.90414816,0.82812124,baseline,neutral,neutral,1,ok
Residents access to the block is planned to be from Aleksandri Street .,2,2,0.9244635,0.8592195,baseline,neutral,neutral,1,ok
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",1,1,0.9723557,0.95587564,baseline,negative,negative,1,ok
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",0,0,0.9393067,0.9031296,baseline,positive,positive,1,ok
"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",2,2,0.9089828,0.8288362,baseline,neutral,neutral,1,ok
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",0,0,0.9494119,0.9217098,baseline,positive,positive,1,ok
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,2,2,0.9344544,0.88275474,baseline,neutral,neutral,1,ok
The event can also be viewed as a live webcast at www.cargotec.com .,2,2,0.95064497,0.9160119,baseline,neutral,neutral,1,ok
"The company can not give up palm oil altogether , however .",2,2,0.9079836,0.82625306,baseline,neutral,neutral,1,ok
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",2,2,0.94622594,0.9067163,baseline,neutral,neutral,1,ok
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",2,2,0.875109,0.75973165,baseline,neutral,neutral,1,ok
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",1,1,0.9752867,0.9603034,baseline,negative,negative,1,ok
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",2,2,0.9160966,0.84131205,baseline,neutral,neutral,1,ok
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",2,2,0.8307616,0.68779635,baseline,neutral,neutral,1,ok
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",0,0,0.95385706,0.928654,baseline,positive,positive,1,ok
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",1,1,0.9767469,0.96209407,baseline,negative,negative,1,ok
